Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-20 00:26:00+00:00,7775328.0,7775328.0,7775328.0,7775328.0,0,0.0,0.0
2024-02-20 00:27:00+00:00,7776410.5,7776410.5,7776410.5,7776410.5,0,0.0,0.0
2024-02-20 00:28:00+00:00,7780730.0,7780730.0,7780730.0,7780730.0,340000768,0.0,0.0
2024-02-20 00:29:00+00:00,7780568.0,7780568.0,7780568.0,7780568.0,0,0.0,0.0
2024-02-20 00:30:00+00:00,7783829.5,7783829.5,7783829.5,7783829.5,416808960,0.0,0.0
2024-02-20 00:31:00+00:00,7784368.5,7784368.5,7784368.5,7784368.5,686555136,0.0,0.0
2024-02-20 00:33:00+00:00,7783730.0,7783730.0,7783730.0,7783730.0,861929472,0.0,0.0
2024-02-20 00:34:00+00:00,7782351.5,7784193.5,7782351.5,7784193.5,0,0.0,0.0
2024-02-20 00:35:00+00:00,7785326.0,7785326.0,7785326.0,7785326.0,0,0.0,0.0
2024-02-20 00:36:00+00:00,7785084.0,7785084.0,7775326.0,7775326.0,0,0.0,0.0
2024-02-20 00:37:00+00:00,7775076.5,7775076.5,7775076.5,7775076.5,1064042496,0.0,0.0
2024-02-20 00:38:00+00:00,7774333.5,7774333.5,7774333.5,7774333.5,128188416,0.0,0.0
2024-02-20 00:39:00+00:00,7777020.0,7777020.0,7777020.0,7777020.0,0,0.0,0.0
2024-02-20 00:40:00+00:00,7774057.5,7774057.5,7774057.5,7774057.5,0,0.0,0.0
2024-02-20 00:41:00+00:00,7765247.5,7765247.5,7765247.5,7765247.5,0,0.0,0.0
2024-02-20 00:42:00+00:00,7760649.5,7760649.5,7760649.5,7760649.5,0,0.0,0.0
2024-02-20 00:43:00+00:00,7746559.5,7746559.5,7746559.5,7746559.5,1886650368,0.0,0.0
2024-02-20 00:45:00+00:00,7745668.5,7758886.0,7745668.5,7758886.0,7778861056,0.0,0.0
2024-02-20 00:47:00+00:00,7772360.0,7772360.0,7772360.0,7772360.0,8957198336,0.0,0.0
2024-02-20 00:48:00+00:00,7773028.5,7773028.5,7773028.5,7773028.5,2523660288,0.0,0.0
2024-02-20 00:49:00+00:00,7772898.5,7772898.5,7772898.5,7772898.5,5624823808,0.0,0.0
2024-02-20 00:50:00+00:00,7775460.5,7775460.5,7775460.5,7775460.5,414711808,0.0,0.0
2024-02-20 00:51:00+00:00,7769084.5,7769084.5,7769084.5,7769084.5,613154816,0.0,0.0
2024-02-20 00:52:00+00:00,7766067.0,7766067.0,7766067.0,7766067.0,167772160,0.0,0.0
2024-02-20 00:53:00+00:00,7765360.0,7765360.0,7765360.0,7765360.0,322699264,0.0,0.0
2024-02-20 00:54:00+00:00,7765069.0,7765069.0,7765069.0,7765069.0,0,0.0,0.0
2024-02-20 00:55:00+00:00,7772290.5,7772290.5,7772290.5,7772290.5,0,0.0,0.0
2024-02-20 00:56:00+00:00,7765832.5,7765832.5,7765832.5,7765832.5,0,0.0,0.0
2024-02-20 00:58:00+00:00,7764081.0,7764081.0,7761098.5,7761150.0,376963072,0.0,0.0
2024-02-20 01:00:00+00:00,7761055.0,7761233.0,7761055.0,7761233.0,531890176,0.0,0.0
2024-02-20 01:01:00+00:00,7754403.0,7754403.0,7754403.0,7754403.0,0,0.0,0.0
2024-02-20 01:02:00+00:00,7760004.0,7760004.0,7760004.0,7760004.0,0,0.0,0.0
2024-02-20 01:03:00+00:00,7758726.0,7758726.0,7758726.0,7758726.0,360185856,0.0,0.0
2024-02-20 01:04:00+00:00,7764093.0,7764093.0,7764093.0,7764093.0,0,0.0,0.0
2024-02-20 01:05:00+00:00,7770901.5,7770901.5,7770901.5,7770901.5,0,0.0,0.0
2024-02-20 01:06:00+00:00,7769716.5,7769716.5,7769716.5,7769716.5,766771200,0.0,0.0
2024-02-20 01:08:00+00:00,7769622.5,7769622.5,7767741.5,7767741.5,470024192,0.0,0.0
2024-02-20 01:10:00+00:00,7765727.5,7765727.5,7761975.5,7761975.5,165937152,0.0,0.0
2024-02-20 01:11:00+00:00,7764667.0,7764667.0,7764667.0,7764667.0,0,0.0,0.0
2024-02-20 01:12:00+00:00,7769321.0,7769321.0,7769321.0,7769321.0,175112192,0.0,0.0
2024-02-20 01:13:00+00:00,7768242.5,7768242.5,7768242.5,7768242.5,1266417664,0.0,0.0
2024-02-20 01:14:00+00:00,7769723.0,7769723.0,7769723.0,7769723.0,757071872,0.0,0.0
2024-02-20 01:15:00+00:00,7763216.0,7763216.0,7763216.0,7763216.0,100925440,0.0,0.0
2024-02-20 01:16:00+00:00,7758384.5,7758384.5,7758384.5,7758384.5,595329024,0.0,0.0
2024-02-20 01:18:00+00:00,7757177.0,7757177.0,7757177.0,7757177.0,783548416,0.0,0.0
2024-02-20 01:19:00+00:00,7753167.0,7753167.0,7753167.0,7753167.0,112197632,0.0,0.0
2024-02-20 01:20:00+00:00,7753970.5,7753970.5,7747460.0,7747460.0,1860173824,0.0,0.0
2024-02-20 01:21:00+00:00,7740593.5,7740593.5,7740593.5,7740593.5,561250304,0.0,0.0
2024-02-20 01:22:00+00:00,7724789.0,7724789.0,7724789.0,7724789.0,2186280960,0.0,0.0
2024-02-20 01:23:00+00:00,7727555.0,7727555.0,7727555.0,7727555.0,4566548480,0.0,0.0
2024-02-20 01:24:00+00:00,7715258.5,7715258.5,7715258.5,7715258.5,4126670848,0.0,0.0
2024-02-20 01:25:00+00:00,7719541.0,7719541.0,7719541.0,7719541.0,13964410880,0.0,0.0
2024-02-20 01:26:00+00:00,7723137.0,7723137.0,7723137.0,7723137.0,2531262464,0.0,0.0
2024-02-20 01:27:00+00:00,7726286.5,7726286.5,7726286.5,7726286.5,1046478848,0.0,0.0
2024-02-20 01:28:00+00:00,7732120.0,7732120.0,7732120.0,7732120.0,8358461440,0.0,0.0
2024-02-20 01:29:00+00:00,7731932.5,7731932.5,7731932.5,7731932.5,1205338112,0.0,0.0
2024-02-20 01:31:00+00:00,7734493.0,7734493.0,7734493.0,7734493.0,270532608,0.0,0.0
2024-02-20 01:32:00+00:00,7736567.0,7736567.0,7732808.0,7732808.0,8011907072,0.0,0.0
2024-02-20 01:33:00+00:00,7730317.0,7730317.0,7730317.0,7730317.0,387710976,0.0,0.0
2024-02-20 01:34:00+00:00,7729043.0,7729043.0,7729043.0,7729043.0,4925423616,0.0,0.0
2024-02-20 01:35:00+00:00,7729078.5,7729968.0,7729078.5,7729968.0,0,0.0,0.0
2024-02-20 01:36:00+00:00,7725553.0,7725553.0,7725553.0,7725553.0,284688384,0.0,0.0
2024-02-20 01:37:00+00:00,7726607.5,7726607.5,7726607.5,7726607.5,0,0.0,0.0
2024-02-20 01:38:00+00:00,7727374.0,7727374.0,7727374.0,7727374.0,0,0.0,0.0
2024-02-20 01:39:00+00:00,7726009.0,7726009.0,7726009.0,7726009.0,155713536,0.0,0.0
2024-02-20 01:40:00+00:00,7733039.5,7733039.5,7733039.5,7733039.5,0,0.0,0.0
2024-02-20 01:41:00+00:00,7744375.0,7744375.0,7744375.0,7744375.0,260833280,0.0,0.0
2024-02-20 01:42:00+00:00,7742282.0,7742282.0,7742282.0,7742282.0,3434348544,0.0,0.0
2024-02-20 01:43:00+00:00,7744679.0,7744679.0,7744679.0,7744679.0,4073717760,0.0,0.0
2024-02-20 01:44:00+00:00,7747738.0,7747738.0,7747738.0,7747738.0,0,0.0,0.0
2024-02-20 01:45:00+00:00,7753436.0,7753436.0,7753436.0,7753436.0,1059848192,0.0,0.0
2024-02-20 01:47:00+00:00,7757369.5,7757369.5,7755582.5,7755582.5,2271215616,0.0,0.0
2024-02-20 01:48:00+00:00,7750513.5,7750513.5,7750513.5,7750513.5,78381056,0.0,0.0
2024-02-20 01:49:00+00:00,7751114.0,7751114.0,7751114.0,7751114.0,644874240,0.0,0.0
2024-02-20 01:50:00+00:00,7751599.5,7751599.5,7750953.0,7750953.0,0,0.0,0.0
2024-02-20 01:51:00+00:00,7748218.0,7748218.0,7748218.0,7748218.0,0,0.0,0.0
2024-02-20 01:52:00+00:00,7747937.5,7747937.5,7747937.5,7747937.5,0,0.0,0.0
2024-02-20 01:53:00+00:00,7747246.0,7747246.0,7747246.0,7747246.0,0,0.0,0.0
2024-02-20 01:54:00+00:00,7752607.5,7752607.5,7752607.5,7752607.5,242483200,0.0,0.0
2024-02-20 01:55:00+00:00,7754371.5,7754371.5,7754371.5,7754371.5,170655744,0.0,0.0
2024-02-20 01:56:00+00:00,7757403.0,7757403.0,7757403.0,7757403.0,725876736,0.0,0.0
2024-02-20 01:57:00+00:00,7760948.5,7760948.5,7760948.5,7760948.5,715653120,0.0,0.0
2024-02-20 01:58:00+00:00,7761725.5,7761725.5,7761725.5,7761725.5,1597243392,0.0,0.0
2024-02-20 01:59:00+00:00,7760294.0,7760294.0,7760294.0,7760294.0,1672216576,0.0,0.0
2024-02-20 02:01:00+00:00,7762485.0,7762485.0,7762485.0,7762485.0,578813952,0.0,0.0
2024-02-20 02:02:00+00:00,7764769.5,7766138.5,7764769.5,7766138.5,0,0.0,0.0
2024-02-20 02:03:00+00:00,7765016.5,7765016.5,7765016.5,7765016.5,220200960,0.0,0.0
2024-02-20 02:04:00+00:00,7768073.0,7768073.0,7768073.0,7768073.0,864288768,0.0,0.0
2024-02-20 02:05:00+00:00,7764901.0,7764901.0,7764901.0,7764901.0,198180864,0.0,0.0
2024-02-20 02:06:00+00:00,7770556.0,7770556.0,7770556.0,7770556.0,251396096,0.0,0.0
2024-02-20 02:07:00+00:00,7769099.5,7769099.5,7769099.5,7769099.5,3455844352,0.0,0.0
2024-02-20 02:08:00+00:00,7767666.5,7767666.5,7767666.5,7767666.5,756285440,0.0,0.0
2024-02-20 02:10:00+00:00,7762637.5,7762637.5,7762109.0,7762109.0,2121269248,0.0,0.0
2024-02-20 02:11:00+00:00,7759613.5,7759613.5,7759613.5,7759613.5,92536832,0.0,0.0
2024-02-20 02:12:00+00:00,7762364.5,7762364.5,7762364.5,7762364.5,508559360,0.0,0.0
2024-02-20 02:13:00+00:00,7763482.0,7763482.0,7763482.0,7763482.0,1153695744,0.0,0.0
2024-02-20 02:15:00+00:00,7762870.5,7762870.5,7762870.5,7762870.5,59506688,0.0,0.0
2024-02-20 02:16:00+00:00,7762793.0,7762993.5,7762793.0,7762993.5,0,0.0,0.0
2024-02-20 02:17:00+00:00,7766229.0,7766229.0,7766229.0,7766229.0,148635648,0.0,0.0
2024-02-20 02:18:00+00:00,7767839.5,7767839.5,7767839.5,7767839.5,0,0.0,0.0
2024-02-20 02:19:00+00:00,7769916.0,7769916.0,7769916.0,7769916.0,0,0.0,0.0
2024-02-20 02:20:00+00:00,7769722.0,7769722.0,7766485.5,7766485.5,390070272,0.0,0.0
2024-02-20 02:21:00+00:00,7766872.5,7766872.5,7766872.5,7766872.5,108003328,0.0,0.0
2024-02-20 02:22:00+00:00,7764188.5,7764188.5,7764188.5,7764188.5,860094464,0.0,0.0
2024-02-20 02:23:00+00:00,7763662.0,7763662.0,7763662.0,7763662.0,0,0.0,0.0
2024-02-20 02:24:00+00:00,7761135.5,7761135.5,7761135.5,7761135.5,101449728,0.0,0.0
2024-02-20 02:25:00+00:00,7766087.0,7766087.0,7766087.0,7766087.0,0,0.0,0.0
2024-02-20 02:26:00+00:00,7766448.0,7766448.0,7766448.0,7766448.0,330039296,0.0,0.0
2024-02-20 02:27:00+00:00,7765873.5,7765873.5,7765873.5,7765873.5,0,0.0,0.0
2024-02-20 02:28:00+00:00,7764733.0,7764733.0,7764733.0,7764733.0,0,0.0,0.0
2024-02-20 02:29:00+00:00,7763890.5,7763890.5,7763890.5,7763890.5,0,0.0,0.0
2024-02-20 02:30:00+00:00,7762860.0,7762860.0,7762860.0,7762860.0,0,0.0,0.0
2024-02-20 02:31:00+00:00,7761664.0,7761664.0,7761664.0,7761664.0,1848115200,0.0,0.0
2024-02-20 02:32:00+00:00,7759100.5,7759100.5,7759100.5,7759100.5,0,0.0,0.0
2024-02-20 02:33:00+00:00,7760924.5,7760924.5,7760924.5,7760924.5,30932992,0.0,0.0
2024-02-20 02:34:00+00:00,7762514.5,7762514.5,7762514.5,7762514.5,141033472,0.0,0.0
2024-02-20 02:35:00+00:00,7764995.0,7764995.0,7761772.0,7761772.0,557056000,0.0,0.0
2024-02-20 02:37:00+00:00,7759105.0,7759105.0,7759105.0,7759105.0,1800667136,0.0,0.0
2024-02-20 02:38:00+00:00,7757827.0,7757827.0,7757827.0,7757827.0,0,0.0,0.0
2024-02-20 02:39:00+00:00,7758888.0,7758888.0,7758888.0,7758888.0,0,0.0,0.0
2024-02-20 02:40:00+00:00,7754444.5,7754444.5,7754444.5,7754444.5,1367343104,0.0,0.0
2024-02-20 02:41:00+00:00,7754687.5,7754687.5,7754687.5,7754687.5,0,0.0,0.0
2024-02-20 02:42:00+00:00,7753718.5,7753718.5,7753718.5,7753718.5,0,0.0,0.0
2024-02-20 02:43:00+00:00,7754931.0,7754931.0,7754931.0,7754931.0,1012137984,0.0,0.0
2024-02-20 02:44:00+00:00,7755457.5,7755457.5,7755457.5,7755457.5,0,0.0,0.0
2024-02-20 02:45:00+00:00,7755095.0,7755095.0,7755095.0,7755095.0,66060288,0.0,0.0
2024-02-20 02:46:00+00:00,7753738.0,7753738.0,7753738.0,7753738.0,696778752,0.0,0.0
2024-02-20 02:47:00+00:00,7753253.5,7753253.5,7753253.5,7753253.5,0,0.0,0.0
2024-02-20 02:48:00+00:00,7751660.5,7751660.5,7751660.5,7751660.5,551813120,0.0,0.0
2024-02-20 02:49:00+00:00,7752007.0,7752007.0,7752007.0,7752007.0,113246208,0.0,0.0
2024-02-20 02:50:00+00:00,7751981.5,7751981.5,7751981.5,7751981.5,159121408,0.0,0.0
2024-02-20 02:52:00+00:00,7754576.0,7764987.0,7754576.0,7764987.0,678166528,0.0,0.0
2024-02-20 02:54:00+00:00,7766913.5,7766913.5,7766913.5,7766913.5,0,0.0,0.0
2024-02-20 02:55:00+00:00,7770340.0,7770340.0,7770340.0,7770340.0,353370112,0.0,0.0
2024-02-20 02:56:00+00:00,7779323.5,7779323.5,7779323.5,7779323.5,0,0.0,0.0
2024-02-20 02:57:00+00:00,7776480.5,7776480.5,7776480.5,7776480.5,615251968,0.0,0.0
2024-02-20 02:58:00+00:00,7773982.5,7773982.5,7773982.5,7773982.5,4376231936,0.0,0.0
2024-02-20 02:59:00+00:00,7773840.0,7773840.0,7773840.0,7773840.0,572260352,0.0,0.0
2024-02-20 03:00:00+00:00,7776388.5,7776388.5,7776388.5,7776388.5,1084751872,0.0,0.0
2024-02-20 03:01:00+00:00,7780999.5,7780999.5,7780999.5,7780999.5,2478571520,0.0,0.0
2024-02-20 03:02:00+00:00,7780376.0,7780376.0,7780376.0,7780376.0,0,0.0,0.0
2024-02-20 03:03:00+00:00,7776972.5,7776972.5,7776972.5,7776972.5,1410596864,0.0,0.0
2024-02-20 03:04:00+00:00,7775677.0,7775677.0,7775677.0,7775677.0,4585947136,0.0,0.0
2024-02-20 03:05:00+00:00,7773143.5,7773143.5,7773143.5,7773143.5,0,0.0,0.0
2024-02-20 03:07:00+00:00,7771815.5,7771815.5,7771427.5,7771427.5,1907621888,0.0,0.0
2024-02-20 03:08:00+00:00,7770822.5,7770822.5,7770822.5,7770822.5,343932928,0.0,0.0
2024-02-20 03:09:00+00:00,7772772.0,7772772.0,7772772.0,7772772.0,0,0.0,0.0
2024-02-20 03:10:00+00:00,7772255.0,7772255.0,7770539.5,7770539.5,522190848,0.0,0.0
2024-02-20 03:11:00+00:00,7767292.5,7767292.5,7767292.5,7767292.5,277348352,0.0,0.0
2024-02-20 03:12:00+00:00,7765841.0,7765841.0,7765841.0,7765841.0,1574699008,0.0,0.0
2024-02-20 03:13:00+00:00,7762556.0,7762556.0,7762556.0,7762556.0,93847552,0.0,0.0
2024-02-20 03:14:00+00:00,7764578.0,7764578.0,7764578.0,7764578.0,0,0.0,0.0
2024-02-20 03:15:00+00:00,7763533.5,7763533.5,7763533.5,7763533.5,0,0.0,0.0
2024-02-20 03:16:00+00:00,7766914.5,7766914.5,7766914.5,7766914.5,735313920,0.0,0.0
2024-02-20 03:17:00+00:00,7765550.5,7765550.5,7765550.5,7765550.5,512229376,0.0,0.0
2024-02-20 03:18:00+00:00,7762702.0,7762702.0,7762702.0,7762702.0,0,0.0,0.0
2024-02-20 03:20:00+00:00,7761689.5,7761689.5,7761689.5,7761689.5,0,0.0,0.0
2024-02-20 03:21:00+00:00,7758237.5,7758237.5,7758237.5,7758237.5,0,0.0,0.0
2024-02-20 03:22:00+00:00,7759546.0,7759546.0,7759546.0,7759546.0,0,0.0,0.0
2024-02-20 03:23:00+00:00,7759342.5,7759342.5,7759342.5,7759342.5,0,0.0,0.0
2024-02-20 03:24:00+00:00,7761119.0,7761119.0,7761119.0,7761119.0,298844160,0.0,0.0
2024-02-20 03:25:00+00:00,7764203.5,7764203.5,7764203.5,7764203.5,49807360,0.0,0.0
2024-02-20 03:27:00+00:00,7761975.0,7761975.0,7761975.0,7761975.0,33030144,0.0,0.0
2024-02-20 03:28:00+00:00,7762299.0,7762299.0,7762299.0,7762299.0,0,0.0,0.0
2024-02-20 03:29:00+00:00,7763034.0,7763034.0,7763034.0,7763034.0,144179200,0.0,0.0
2024-02-20 03:30:00+00:00,7764662.0,7765197.0,7764662.0,7765197.0,0,0.0,0.0
2024-02-20 03:31:00+00:00,7765994.5,7765994.5,7765994.5,7765994.5,2180251648,0.0,0.0
2024-02-20 03:32:00+00:00,7764356.0,7764356.0,7764356.0,7764356.0,0,0.0,0.0
2024-02-20 03:33:00+00:00,7765081.0,7765081.0,7765081.0,7765081.0,0,0.0,0.0
2024-02-20 03:34:00+00:00,7765924.5,7765924.5,7765924.5,7765924.5,0,0.0,0.0
2024-02-20 03:35:00+00:00,7766727.5,7766727.5,7766727.5,7766727.5,0,0.0,0.0
2024-02-20 03:36:00+00:00,7767659.0,7767659.0,7767659.0,7767659.0,380370944,0.0,0.0
2024-02-20 03:37:00+00:00,7767820.5,7767820.5,7767820.5,7767820.5,1558183936,0.0,0.0
2024-02-20 03:39:00+00:00,7770546.0,7770546.0,7770546.0,7770546.0,0,0.0,0.0
2024-02-20 03:40:00+00:00,7772783.0,7772783.0,7766625.0,7766625.0,624951296,0.0,0.0
2024-02-20 03:43:00+00:00,7768494.5,7768494.5,7765533.5,7765533.5,0,0.0,0.0
2024-02-20 03:44:00+00:00,7764658.0,7764658.0,7764658.0,7764658.0,0,0.0,0.0
2024-02-20 03:45:00+00:00,7764341.5,7764341.5,7764341.5,7764341.5,0,0.0,0.0
2024-02-20 03:47:00+00:00,7767072.5,7767072.5,7767072.5,7767072.5,0,0.0,0.0
2024-02-20 03:48:00+00:00,7769888.0,7769888.0,7769888.0,7769888.0,0,0.0,0.0
2024-02-20 03:49:00+00:00,7764180.0,7764180.0,7764180.0,7764180.0,632291328,0.0,0.0
2024-02-20 03:50:00+00:00,7762343.5,7762343.5,7762343.5,7762343.5,542113792,0.0,0.0
2024-02-20 03:51:00+00:00,7764051.5,7764051.5,7764051.5,7764051.5,0,0.0,0.0
2024-02-20 03:52:00+00:00,7763162.5,7763162.5,7763162.5,7763162.5,267386880,0.0,0.0
2024-02-20 03:53:00+00:00,7764331.5,7764331.5,7764331.5,7764331.5,41156608,0.0,0.0
2024-02-20 03:54:00+00:00,7761540.5,7761540.5,7761540.5,7761540.5,736362496,0.0,0.0
2024-02-20 03:55:00+00:00,7760573.5,7760573.5,7760573.5,7760573.5,0,0.0,0.0
2024-02-20 03:56:00+00:00,7755414.0,7755414.0,7755414.0,7755414.0,385351680,0.0,0.0
2024-02-20 03:58:00+00:00,7754475.0,7755237.5,7754475.0,7755237.5,2124414976,0.0,0.0
2024-02-20 03:59:00+00:00,7754362.5,7754362.5,7754362.5,7754362.5,572784640,0.0,0.0
2024-02-20 04:00:00+00:00,7754482.5,7754482.5,7753457.5,7753457.5,534249472,0.0,0.0
2024-02-20 04:01:00+00:00,7755075.0,7755075.0,7755075.0,7755075.0,0,0.0,0.0
2024-02-20 04:02:00+00:00,7749739.5,7749739.5,7749739.5,7749739.5,0,0.0,0.0
2024-02-20 04:03:00+00:00,7749328.0,7749328.0,7749328.0,7749328.0,182976512,0.0,0.0
2024-02-20 04:04:00+00:00,7748598.5,7748598.5,7748598.5,7748598.5,869007360,0.0,0.0
2024-02-20 04:06:00+00:00,7753208.5,7753208.5,7753208.5,7753208.5,1219756032,0.0,0.0
2024-02-20 04:07:00+00:00,7754471.5,7754471.5,7754471.5,7754471.5,3551789056,0.0,0.0
2024-02-20 04:08:00+00:00,7758563.5,7758563.5,7758563.5,7758563.5,893386752,0.0,0.0
2024-02-20 04:11:00+00:00,7763255.0,7769214.5,7763255.0,7769214.5,2909536256,0.0,0.0
2024-02-20 04:14:00+00:00,7767828.0,7767828.0,7767828.0,7767828.0,5939658752,0.0,0.0
2024-02-20 04:15:00+00:00,7769003.0,7769003.0,7769003.0,7769003.0,819986432,0.0,0.0
2024-02-20 04:16:00+00:00,7768835.5,7771040.5,7768835.5,7771040.5,238813184,0.0,0.0
2024-02-20 04:17:00+00:00,7770795.0,7770795.0,7770795.0,7770795.0,980680704,0.0,0.0
2024-02-20 04:18:00+00:00,7771092.5,7771092.5,7770608.0,7770608.0,778043392,0.0,0.0
2024-02-20 04:19:00+00:00,7767396.5,7767396.5,7767396.5,7767396.5,1351614464,0.0,0.0
2024-02-20 04:21:00+00:00,7766873.0,7768027.5,7766873.0,7768027.5,397410304,0.0,0.0
2024-02-20 04:22:00+00:00,7774573.0,7774573.0,7774573.0,7774573.0,0,0.0,0.0
2024-02-20 04:23:00+00:00,7775453.5,7775453.5,7775453.5,7775453.5,333709312,0.0,0.0
2024-02-20 04:24:00+00:00,7775712.0,7775712.0,7775712.0,7775712.0,99090432,0.0,0.0
2024-02-20 04:26:00+00:00,7775015.0,7776997.5,7775015.0,7776997.5,4352901120,0.0,0.0
2024-02-20 04:27:00+00:00,7774851.0,7774851.0,7774851.0,7774851.0,289669120,0.0,0.0
2024-02-20 04:29:00+00:00,7775228.5,7775653.5,7775228.5,7775653.5,1676410880,0.0,0.0
2024-02-20 04:31:00+00:00,7775444.0,7775444.0,7775444.0,7775444.0,0,0.0,0.0
2024-02-20 04:32:00+00:00,7774810.5,7779373.5,7774810.5,7779373.5,0,0.0,0.0
2024-02-20 04:33:00+00:00,7779741.5,7779741.5,7779741.5,7779741.5,184287232,0.0,0.0
2024-02-20 04:34:00+00:00,7781864.0,7781864.0,7781864.0,7781864.0,1166802944,0.0,0.0
2024-02-20 04:35:00+00:00,7782362.0,7782362.0,7782362.0,7782362.0,0,0.0,0.0
2024-02-20 04:36:00+00:00,7783438.0,7783438.0,7783438.0,7783438.0,0,0.0,0.0
2024-02-20 04:37:00+00:00,7783538.0,7783538.0,7783538.0,7783538.0,0,0.0,0.0
2024-02-20 04:38:00+00:00,7782890.5,7782890.5,7782890.5,7782890.5,325844992,0.0,0.0
2024-02-20 04:39:00+00:00,7782995.5,7782995.5,7782995.5,7782995.5,0,0.0,0.0
2024-02-20 04:40:00+00:00,7783883.5,7783883.5,7783883.5,7783883.5,794034176,0.0,0.0
2024-02-20 04:41:00+00:00,7786369.5,7786369.5,7786369.5,7786369.5,188219392,0.0,0.0
2024-02-20 04:42:00+00:00,7788030.0,7788030.0,7788030.0,7788030.0,0,0.0,0.0
2024-02-20 04:43:00+00:00,7788309.0,7788309.0,7788309.0,7788309.0,0,0.0,0.0
2024-02-20 04:45:00+00:00,7788883.5,7788883.5,7788260.5,7788260.5,0,0.0,0.0
2024-02-20 04:46:00+00:00,7786395.0,7786395.0,7786395.0,7786395.0,0,0.0,0.0
2024-02-20 04:47:00+00:00,7785849.0,7785849.0,7785849.0,7785849.0,0,0.0,0.0
2024-02-20 04:48:00+00:00,7787796.5,7787796.5,7787796.5,7787796.5,188481536,0.0,0.0
2024-02-20 04:49:00+00:00,7786589.5,7786589.5,7786589.5,7786589.5,0,0.0,0.0
2024-02-20 04:50:00+00:00,7785219.5,7785219.5,7785219.5,7785219.5,0,0.0,0.0
2024-02-20 04:51:00+00:00,7784517.0,7784517.0,7784517.0,7784517.0,0,0.0,0.0
2024-02-20 04:52:00+00:00,7783230.0,7783230.0,7783230.0,7783230.0,1894514688,0.0,0.0
2024-02-20 04:53:00+00:00,7782803.5,7782803.5,7782803.5,7782803.5,0,0.0,0.0
2024-02-20 04:54:00+00:00,7784451.5,7784451.5,7784451.5,7784451.5,0,0.0,0.0
2024-02-20 04:55:00+00:00,7785670.5,7785670.5,7785670.5,7785670.5,0,0.0,0.0
2024-02-20 04:56:00+00:00,7784805.0,7784805.0,7784805.0,7784805.0,0,0.0,0.0
2024-02-20 04:58:00+00:00,7784393.0,7785127.0,7784393.0,7785127.0,0,0.0,0.0
2024-02-20 04:59:00+00:00,7784454.5,7784454.5,7784454.5,7784454.5,0,0.0,0.0
2024-02-20 05:00:00+00:00,7784886.5,7784886.5,7783628.5,7783628.5,173539328,0.0,0.0
2024-02-20 05:01:00+00:00,7784803.5,7784803.5,7784803.5,7784803.5,0,0.0,0.0
2024-02-20 05:02:00+00:00,7785893.0,7785893.0,7785893.0,7785893.0,0,0.0,0.0
