Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-07 00:00:00+00:00,35987.375,37022.02734375,34807.55078125,36325.0078125,5316049195,0.0,0.0
2014-10-08 00:00:00+00:00,36317.33203125,38324.46875,35460.6328125,38170.4609375,5919730845,0.0,0.0
2014-10-09 00:00:00+00:00,38149.6953125,41368.85546875,37491.08984375,39357.1015625,9018183833,0.0,0.0
2014-10-10 00:00:00+00:00,39320.5546875,40402.21484375,38081.1796875,38922.15234375,4700612605,0.0,0.0
2014-10-11 00:00:00+00:00,38900.62109375,39528.11328125,38318.125,39001.48828125,1436610780,0.0,0.0
2014-10-12 00:00:00+00:00,39034.53515625,40701.78125,38338.90234375,40629.6640625,1883942024,0.0,0.0
2014-10-13 00:00:00+00:00,40562.26171875,42491.265625,39542.0703125,41793.8203125,3770450870,0.0,0.0
2014-10-14 00:00:00+00:00,41930.62890625,44113.44140625,41906.88671875,43017.359375,4130522865,0.0,0.0
2014-10-15 00:00:00+00:00,43026.48046875,43134.82421875,41170.3203125,41849.88671875,2678565271,0.0,0.0
2014-10-16 00:00:00+00:00,41822.85546875,42269.5546875,39664.8046875,40715.43359375,2872545700,0.0,0.0
2014-10-17 00:00:00+00:00,40736.72265625,41188.32421875,39993.9453125,41004.54296875,1453234795,0.0,0.0
2014-10-18 00:00:00+00:00,41027.8359375,42222.6328125,40493.05078125,41825.578125,1219885080,0.0,0.0
2014-10-19 00:00:00+00:00,41805.48828125,42092.3828125,41292.9296875,41739.8515625,633746176,0.0,0.0
2014-10-20 00:00:00+00:00,41706.1015625,41785.80078125,40476.74609375,40918.47265625,1754862720,0.0,0.0
2014-10-21 00:00:00+00:00,40873.15625,41918.88671875,40657.83984375,41356.69140625,1518354189,0.0,0.0
2014-10-22 00:00:00+00:00,41318.48828125,41542.66015625,40896.8203125,41055.37890625,1247365295,0.0,0.0
2014-10-23 00:00:00+00:00,41034.37890625,41265.59375,38596.08203125,38766.3828125,2861578304,0.0,0.0
2014-10-24 00:00:00+00:00,38785.203125,39334.6875,38164.00390625,38751.4296875,1685437598,0.0,0.0
2014-10-25 00:00:00+00:00,38780.19140625,38915.3671875,37078.71875,37553.88671875,1960307850,0.0,0.0
2014-10-26 00:00:00+00:00,37577.2421875,38846.16015625,37192.69921875,38368.33203125,1219346325,0.0,0.0
2014-10-27 00:00:00+00:00,38376.23046875,38639.01171875,37765.37890625,38066.3359375,1405478720,0.0,0.0
2014-10-28 00:00:00+00:00,38090.70703125,38899.87109375,38022.3203125,38665.66015625,848296546,0.0,0.0
2014-10-29 00:00:00+00:00,38608.4609375,38685.328125,36471.90234375,36522.3671875,1979911541,0.0,0.0
2014-10-30 00:00:00+00:00,36535.2109375,38319.69921875,36640.12109375,37717.6640625,3296332017,0.0,0.0
2014-10-31 00:00:00+00:00,37685.33203125,38034.359375,37729.5625,37986.68359375,1408597512,0.0,0.0
2014-11-01 00:00:00+00:00,38023.62109375,38234.59375,36048.0546875,36575.09765625,1872516016,0.0,0.0
2014-11-02 00:00:00+00:00,36611.703125,36945.734375,35999.88671875,36770.39453125,970746445,0.0,0.0
2014-11-03 00:00:00+00:00,36733.94921875,37648.70703125,36665.43359375,37242.88671875,1472244450,0.0,0.0
2014-11-04 00:00:00+00:00,37198.20703125,37642.28515625,36840.9765625,37514.1484375,1777055805,0.0,0.0
2014-11-05 00:00:00+00:00,37535.828125,39391.2890625,37542.44140625,38922.0703125,2272041980,0.0,0.0
2014-11-06 00:00:00+00:00,38918.859375,40647.56640625,38752.93359375,40227.73046875,2164850490,0.0,0.0
2014-11-07 00:00:00+00:00,40288.5390625,40680.58203125,39184.6171875,39216.7890625,1928020926,0.0,0.0
2014-11-08 00:00:00+00:00,39186.8984375,39745.578125,39186.8984375,39568.7421875,977567379,0.0,0.0
2014-11-09 00:00:00+00:00,39555.9140625,41620.6328125,39427.52734375,41600.99609375,2772025312,0.0,0.0
2014-11-10 00:00:00+00:00,41486.58984375,43032.625,40840.6171875,42115.5390625,3495062478,0.0,0.0
2014-11-11 00:00:00+00:00,41993.06640625,42834.3203125,42076.86328125,42553.34375,1833035897,0.0,0.0
2014-11-12 00:00:00+00:00,42586.90234375,49580.86328125,42546.42578125,48955.1796875,5291622256,0.0,0.0
2014-11-13 00:00:00+00:00,49384.21484375,52894.80078125,46413.94140625,48716.90234375,6825241550,0.0,0.0
2014-11-14 00:00:00+00:00,48448.50390625,48624.84765625,44777.89453125,46254.296875,3440336284,0.0,0.0
2014-11-15 00:00:00+00:00,46467.3046875,47150.7421875,43137.1015625,43732.984375,1828636425,0.0,0.0
2014-11-16 00:00:00+00:00,43569.859375,45438.19921875,43554.97265625,45331.76953125,1391407472,0.0,0.0
2014-11-17 00:00:00+00:00,45386.34765625,47537.9609375,43975.2109375,45175.64453125,4841507268,0.0,0.0
2014-11-18 00:00:00+00:00,45219.609375,45793.3125,43283.375,43841.88671875,3765199125,0.0,0.0
2014-11-19 00:00:00+00:00,43689.74609375,45361.2734375,43723.3984375,44951.15625,2236224216,0.0,0.0
2014-11-20 00:00:00+00:00,44921.86328125,45151.53515625,42196.48828125,42314.578125,2983825900,0.0,0.0
2014-11-21 00:00:00+00:00,42319.19140625,42290.5625,40536.39453125,41319.3671875,3515446277,0.0,0.0
2014-11-22 00:00:00+00:00,41408.40234375,42967.32421875,41322.90234375,41563.390625,1798701210,0.0,0.0
2014-11-23 00:00:00+00:00,41593.41796875,43707.79296875,41593.41796875,43292.74609375,1784555448,0.0,0.0
2014-11-24 00:00:00+00:00,43219.13671875,45791.33984375,43241.27734375,44643.921875,3663670345,0.0,0.0
2014-11-25 00:00:00+00:00,44642.14453125,46602.34765625,44205.7734375,44215.9921875,2997091160,0.0,0.0
2014-11-26 00:00:00+00:00,44295.0390625,44496.6015625,43016.3046875,43323.99609375,2187745937,0.0,0.0
2014-11-27 00:00:00+00:00,43574.7421875,43895.44140625,43405.71875,43573.00390625,1031130296,0.0,0.0
2014-11-28 00:00:00+00:00,43538.11328125,45408.41796875,42369.37890625,44650.37890625,2721684365,0.0,0.0
2014-11-29 00:00:00+00:00,44615.390625,45973.35546875,44140.1171875,44536.98828125,1823699916,0.0,0.0
2014-11-30 00:00:00+00:00,44539.2421875,45371.52734375,44278.1796875,44927.10546875,1092667250,0.0,0.0
2014-12-01 00:00:00+00:00,44951.109375,45609.73828125,44770.87890625,44868.4765625,1391680530,0.0,0.0
2014-12-02 00:00:00+00:00,44869.06640625,45662.1171875,44769.2109375,45448.93359375,1473677079,0.0,0.0
2014-12-03 00:00:00+00:00,45497.4453125,45664.359375,44663.22265625,44944.94921875,1598810985,0.0,0.0
2014-12-04 00:00:00+00:00,45029.80078125,45400.734375,44068.5625,44278.55859375,1740646080,0.0,0.0
2014-12-05 00:00:00+00:00,44259.1484375,46033.90625,43824.88671875,45753.84375,1843222338,0.0,0.0
2014-12-06 00:00:00+00:00,45742.06640625,45947.37109375,45036.43359375,45502.6484375,851001541,0.0,0.0
2014-12-07 00:00:00+00:00,45508.83984375,45681.84765625,45319.31640625,45611.55078125,789384640,0.0,0.0
2014-12-08 00:00:00+00:00,45595.7421875,45710.0859375,43676.01953125,43657.08203125,2279750181,0.0,0.0
2014-12-09 00:00:00+00:00,43655.390625,43898.4296875,41076.765625,42030.29296875,3927806615,0.0,0.0
2014-12-10 00:00:00+00:00,42028.62109375,42046.4609375,40746.37890625,40746.37890625,1932554628,0.0,0.0
2014-12-11 00:00:00+00:00,40508.15625,42708.78125,40014.6875,41706.7109375,3859000387,0.0,0.0
2014-12-12 00:00:00+00:00,41745.62109375,41881.43359375,41499.26171875,41881.98828125,2018388240,0.0,0.0
2014-12-13 00:00:00+00:00,41862.86328125,41862.86328125,41174.65625,41268.26953125,1387096920,0.0,0.0
2014-12-14 00:00:00+00:00,41191.16796875,41896.2109375,41035.66015625,41545.3203125,1466855880,0.0,0.0
2014-12-15 00:00:00+00:00,41513.30078125,41528.2421875,40640.12109375,40664.375,2032859550,0.0,0.0
2014-12-16 00:00:00+00:00,40702.99609375,40766.40234375,38141.97265625,38141.97265625,3599464638,0.0,0.0
2014-12-17 00:00:00+00:00,38117.83203125,39039.22265625,36989.390625,37979.796875,4461939483,0.0,0.0
2014-12-18 00:00:00+00:00,37980.86328125,38340.09765625,36075.828125,37037.44140625,4659236620,0.0,0.0
2014-12-19 00:00:00+00:00,37011.62890625,38061.5078125,36526.984375,37979.05859375,2846622219,0.0,0.0
2014-12-20 00:00:00+00:00,37952.29296875,39470.53515625,37764.09765625,39426.44140625,2492167083,0.0,0.0
2014-12-21 00:00:00+00:00,39377.09375,39387.3671875,38105.72265625,38347.15234375,1817612352,0.0,0.0
2014-12-22 00:00:00+00:00,38374.046875,39933.6640625,38297.1953125,39872.78125,2680936114,0.0,0.0
2014-12-23 00:00:00+00:00,39888.5234375,40610.015625,39572.015625,40369.45703125,1999842972,0.0,0.0
2014-12-24 00:00:00+00:00,40346.89453125,40393.1953125,38688.16796875,38826.640625,1816811074,0.0,0.0
2014-12-25 00:00:00+00:00,38796.7890625,38849.46875,38076.1640625,38402.18359375,1189792583,0.0,0.0
2014-12-26 00:00:00+00:00,38419.51953125,39896.82421875,38052.234375,39478.7734375,1975660095,0.0,0.0
2014-12-27 00:00:00+00:00,39437.71875,39597.59765625,37637.52734375,38026.74609375,1828146228,0.0,0.0
2014-12-28 00:00:00+00:00,38062.50390625,38528.171875,37450.6796875,38198.75,1405979406,0.0,0.0
2014-12-29 00:00:00+00:00,38254.375,38598.578125,37679.83984375,37717.3828125,1484050575,0.0,0.0
2014-12-30 00:00:00+00:00,37723.29296875,37921.890625,37013.3828125,37123.75,1496756001,0.0,0.0
2014-12-31 00:00:00+00:00,37144.89453125,38317.49609375,37122.94921875,38317.49609375,1668546843,0.0,0.0
2015-01-01 00:00:00+00:00,38346.45703125,38346.45703125,37645.8203125,37669.02734375,963341249,0.0,0.0
2015-01-02 00:00:00+00:00,37648.65234375,38008.0625,37652.88671875,37951.90625,946972506,0.0,0.0
2015-01-03 00:00:00+00:00,37929.5,37966.12109375,33861.94921875,33861.94921875,3982063568,0.0,0.0
2015-01-04 00:00:00+00:00,33869.65625,34602.59765625,31034.517578125,31806.4375,6697187349,0.0,0.0
2015-01-05 00:00:00+00:00,31913.46484375,33492.7734375,31900.2109375,32777.68359375,5250037576,0.0,0.0
2015-01-06 00:00:00+00:00,32794.04296875,34077.90625,32396.287109375,33959.1875,2758334762,0.0,0.0
2015-01-07 00:00:00+00:00,33945.89453125,35617.453125,33626.95703125,35105.57421875,2965863236,0.0,0.0
2015-01-08 00:00:00+00:00,35081.484375,35072.66015625,33705.80078125,33942.375,2393703675,0.0,0.0
2015-01-09 00:00:00+00:00,33826.66015625,34529.03125,33515.27734375,34413.34765625,2218154100,0.0,0.0
2015-01-10 00:00:00+00:00,34045.40625,34143.05078125,32464.970703125,32563.32421875,1808819550,0.0,0.0
2015-01-11 00:00:00+00:00,32541.048828125,33137.1015625,31332.91015625,31408.982421875,2151880584,0.0,0.0
2015-01-12 00:00:00+00:00,31466.44140625,32217.947265625,31617.14453125,31688.298828125,2234105899,0.0,0.0
2015-01-13 00:00:00+00:00,31640.734375,31721.07421875,25896.130859375,26608.68359375,8581740330,0.0,0.0
2015-01-14 00:00:00+00:00,26376.951171875,26376.951171875,20099.255859375,20914.634765625,11465713011,0.0,0.0
2015-01-15 00:00:00+00:00,20773.015625,26764.1875,20783.62890625,24364.986328125,9494721549,0.0,0.0
2015-01-16 00:00:00+00:00,24275.119140625,25828.646484375,23483.080078125,24474.2890625,4518693810,0.0,0.0
2015-01-17 00:00:00+00:00,24443.357421875,24901.68359375,22919.248046875,23434.96875,2760271417,0.0,0.0
2015-01-18 00:00:00+00:00,23527.880859375,25720.720703125,22875.849609375,24733.763671875,3537706909,0.0,0.0
2015-01-19 00:00:00+00:00,24866.875,25489.37890625,24274.86328125,25295.583984375,2196641659,0.0,0.0
2015-01-20 00:00:00+00:00,25065.541015625,25437.181640625,24337.30078125,25074.638671875,2853903526,0.0,0.0
2015-01-21 00:00:00+00:00,25082.11328125,26851.6484375,24792.064453125,26735.2734375,3526015618,0.0,0.0
2015-01-22 00:00:00+00:00,26785.3515625,27977.72265625,26732.798828125,27707.626953125,3982079466,0.0,0.0
2015-01-23 00:00:00+00:00,27720.802734375,27662.392578125,26660.955078125,27419.173828125,2898958958,0.0,0.0
2015-01-24 00:00:00+00:00,27398.09765625,29224.24609375,27082.791015625,29181.505859375,2917891550,0.0,0.0
2015-01-25 00:00:00+00:00,29123.224609375,30006.90625,28715.609375,29789.03125,3942944807,0.0,0.0
2015-01-26 00:00:00+00:00,29831.4140625,36556.8125,29884.771484375,32409.28515625,12656156940,0.0,0.0
2015-01-27 00:00:00+00:00,32373.01953125,32666.419921875,29609.638671875,31032.0859375,5229314220,0.0,0.0
2015-01-28 00:00:00+00:00,31017.482421875,31421.8125,26657.470703125,27501.38671875,5214488154,0.0,0.0
2015-01-29 00:00:00+00:00,27434.724609375,28172.08203125,26070.501953125,27615.248046875,3809556684,0.0,0.0
2015-01-30 00:00:00+00:00,27527.6171875,28612.705078125,26522.533203125,26591.3515625,3124514688,0.0,0.0
2015-01-31 00:00:00+00:00,26593.23046875,27422.708984375,25403.330078125,25538.97265625,2742012608,0.0,0.0
2015-02-01 00:00:00+00:00,25468.861328125,27082.580078125,24899.041015625,26598.849609375,3413568915,0.0,0.0
2015-02-02 00:00:00+00:00,26542.48046875,28474.9375,26175.791015625,28010.966796875,3599370718,0.0,0.0
2015-02-03 00:00:00+00:00,27919.83984375,28890.109375,26387.9765625,26738.080078125,4798202305,0.0,0.0
2015-02-04 00:00:00+00:00,26766.669921875,26997.306640625,25989.623046875,26607.587890625,3119245447,0.0,0.0
2015-02-05 00:00:00+00:00,26702.826171875,28127.693359375,25208.71484375,25510.541015625,2645677000,0.0,0.0
2015-02-06 00:00:00+00:00,25488.453125,27414.552734375,25366.17578125,26440.763671875,2906823288,0.0,0.0
2015-02-07 00:00:00+00:00,26484.421875,27396.369140625,26481.328125,27093.615234375,2570035632,0.0,0.0
2015-02-08 00:00:00+00:00,27086.359375,27293.9453125,26299.3203125,26572.623046875,2039250088,0.0,0.0
2015-02-09 00:00:00+00:00,26569.888671875,26579.3515625,25736.283203125,26100.64453125,3295492354,0.0,0.0
2015-02-10 00:00:00+00:00,26121.0390625,26483.755859375,25527.609375,26239.984375,2520298336,0.0,0.0
2015-02-11 00:00:00+00:00,26227.2109375,26683.61328125,26245.20703125,26343.845703125,2067496361,0.0,0.0
2015-02-12 00:00:00+00:00,26346.609375,26463.90234375,26163.73046875,26369.958984375,1808169242,0.0,0.0
2015-02-13 00:00:00+00:00,26394.333984375,28521.146484375,26316.90234375,27952.248046875,5075042612,0.0,0.0
2015-02-14 00:00:00+00:00,27964.240234375,30847.005859375,27964.240234375,30551.724609375,5904739725,0.0,0.0
2015-02-15 00:00:00+00:00,30573.8046875,31535.9921875,26944.125,27845.548828125,6705983592,0.0,0.0
2015-02-16 00:00:00+00:00,27845.548828125,28402.400390625,27162.009765625,27705.71875,3335650376,0.0,0.0
2015-02-17 00:00:00+00:00,27655.837890625,29261.970703125,27501.330078125,29035.875,3261407889,0.0,0.0
2015-02-18 00:00:00+00:00,29056.138671875,29107.392578125,27595.021484375,28051.896484375,2991334960,0.0,0.0
2015-02-19 00:00:00+00:00,28061.8671875,28868.26171875,27922.36328125,28584.06640625,2173458680,0.0,0.0
2015-02-20 00:00:00+00:00,28580.259765625,29311.12109375,28445.470703125,29012.138671875,2841566067,0.0,0.0
2015-02-21 00:00:00+00:00,29008.92578125,30385.634765625,28941.328125,29101.990234375,1461942642,0.0,0.0
2015-02-22 00:00:00+00:00,29103.181640625,29323.111328125,27868.0234375,28097.78125,2325079890,0.0,0.0
2015-02-23 00:00:00+00:00,28099.923828125,28529.75,27669.720703125,28404.2578125,1949960000,0.0,0.0
2015-02-24 00:00:00+00:00,28416.86328125,28560.21484375,28190.9375,28376.04296875,1687859544,0.0,0.0
2015-02-25 00:00:00+00:00,28394.46484375,28426.412109375,27980.962890625,28213.810546875,1365863522,0.0,0.0
2015-02-26 00:00:00+00:00,28198.009765625,28268.474609375,27857.84375,28222.171875,1625747778,0.0,0.0
2015-02-27 00:00:00+00:00,28223.365234375,30598.171875,28206.814453125,30334.984375,5260101189,0.0,0.0
2015-02-28 00:00:00+00:00,30298.17578125,30438.240234375,29815.236328125,30386.970703125,1667080843,0.0,0.0
2015-03-01 00:00:00+00:00,30389.361328125,31349.484375,29391.453125,31180.005859375,3021357671,0.0,0.0
2015-03-02 00:00:00+00:00,31198.578125,33219.66796875,30940.73046875,33132.77734375,4863572483,0.0,0.0
2015-03-03 00:00:00+00:00,33057.77734375,34212.63671875,32131.052734375,33700.0078125,6036685319,0.0,0.0
2015-03-04 00:00:00+00:00,33734.4609375,34016.046875,32094.68359375,32664.53515625,4949820630,0.0,0.0
2015-03-05 00:00:00+00:00,32622.3125,33839.47265625,31819.939453125,33152.41015625,4957940096,0.0,0.0
2015-03-06 00:00:00+00:00,33083.0234375,33293.52734375,32388.30078125,32953.1171875,3494270687,0.0,0.0
2015-03-07 00:00:00+00:00,32901.28515625,33573.09765625,32640.169921875,33380.61328125,2153903497,0.0,0.0
2015-03-08 00:00:00+00:00,33401.40234375,33573.58203125,32934.02734375,33125.50390625,2664478246,0.0,0.0
2015-03-09 00:00:00+00:00,33180.80078125,35457.796875,33072.58203125,35164.08203125,7185417044,0.0,0.0
2015-03-10 00:00:00+00:00,35195.04296875,36380.3359375,35206.671875,35314.6328125,8202977632,0.0,0.0
2015-03-11 00:00:00+00:00,35286.18359375,36118.13671875,35267.671875,35977.4453125,4122877821,0.0,0.0
2015-03-12 00:00:00+00:00,35946.859375,36054.6015625,35402.44140625,35711.02734375,3953236464,0.0,0.0
2015-03-13 00:00:00+00:00,35682.3984375,35752.0546875,34634.20703125,34634.20703125,3813941670,0.0,0.0
2015-03-14 00:00:00+00:00,34525.56640625,34756.19140625,34104.8671875,34215.203125,2744680974,0.0,0.0
2015-03-15 00:00:00+00:00,34159.36328125,34776.0234375,34107.29296875,34742.3359375,1452092831,0.0,0.0
2015-03-16 00:00:00+00:00,34656.4453125,35658.140625,34665.01953125,35269.26953125,2611409057,0.0,0.0
2015-03-17 00:00:00+00:00,35269.515625,35460.94921875,34508.78515625,34628.90234375,2607395388,0.0,0.0
2015-03-18 00:00:00+00:00,34575.7734375,34619.81640625,30026.876953125,30766.1328125,6843240320,0.0,0.0
2015-03-19 00:00:00+00:00,30715.8359375,31957.66796875,29801.51171875,31501.837890625,6366334360,0.0,0.0
2015-03-20 00:00:00+00:00,31505.216796875,31975.09765625,31371.55859375,31417.732421875,2215357701,0.0,0.0
2015-03-21 00:00:00+00:00,31405.130859375,31471.38671875,30685.66796875,31210.80078125,2056125903,0.0,0.0
2015-03-22 00:00:00+00:00,31197.8359375,32377.734375,31158.587890625,32157.87890625,2212756381,0.0,0.0
2015-03-23 00:00:00+00:00,32150.078125,33206.31640625,31349.197265625,31942.11328125,2731725025,0.0,0.0
2015-03-24 00:00:00+00:00,31922.595703125,31997.638671875,29222.912109375,29417.369140625,4800027786,0.0,0.0
2015-03-25 00:00:00+00:00,29642.1953125,29728.3671875,28306.115234375,29420.54296875,4286094550,0.0,0.0
2015-03-26 00:00:00+00:00,29429.982421875,30341.888671875,29219.615234375,29625.013671875,3067016000,0.0,0.0
2015-03-27 00:00:00+00:00,29629.06640625,30601.599609375,29261.267578125,29421.154296875,2057440590,0.0,0.0
2015-03-28 00:00:00+00:00,29414.72265625,30275.81640625,29414.72265625,30108.2421875,1910471190,0.0,0.0
2015-03-29 00:00:00+00:00,30101.333984375,30148.85546875,28709.3203125,28941.09765625,2587436456,0.0,0.0
2015-03-30 00:00:00+00:00,28960.892578125,29953.904296875,28528.662109375,29705.595703125,2761382096,0.0,0.0
2015-03-31 00:00:00+00:00,29696.953125,29874.958984375,29104.40625,29299.552734375,2719959840,0.0,0.0
2015-04-01 00:00:00+00:00,29299.43359375,29605.904296875,28965.728515625,29568.787109375,2735655576,0.0,0.0
2015-04-02 00:00:00+00:00,29546.90234375,30456.4375,29341.9375,30282.169921875,3144567494,0.0,0.0
2015-04-03 00:00:00+00:00,30290.427734375,30643.2265625,30134.802734375,30254.146484375,2753519536,0.0,0.0
2015-04-04 00:00:00+00:00,30250.45703125,30365.490234375,29870.857421875,30179.794921875,1486226760,0.0,0.0
2015-04-05 00:00:00+00:00,30187.408203125,30976.009765625,29971.01953125,30972.072265625,2335307420,0.0,0.0
2015-04-06 00:00:00+00:00,30986.69140625,31185.37890625,30360.61328125,30523.62890625,2393485874,0.0,0.0
2015-04-07 00:00:00+00:00,30497.5859375,30571.25390625,30166.240234375,30449.95703125,2221074198,0.0,0.0
2015-04-08 00:00:00+00:00,30436.005859375,30410.87109375,29330.220703125,29424.69140625,3613075776,0.0,0.0
2015-04-09 00:00:00+00:00,29392.1484375,29612.91796875,28795.03125,29372.705078125,2608907490,0.0,0.0
2015-04-10 00:00:00+00:00,29374.875,29382.185546875,27990.712890625,28378.216796875,3471905220,0.0,0.0
2015-04-11 00:00:00+00:00,28371.484375,28794.7421875,28150.177734375,28435.916015625,1967260692,0.0,0.0
2015-04-12 00:00:00+00:00,28433.873046875,28577.283203125,28066.09765625,28383.228515625,1488901701,0.0,0.0
2015-04-13 00:00:00+00:00,28358.830078125,28536.451171875,26663.939453125,26959.423828125,3743063272,0.0,0.0
2015-04-14 00:00:00+00:00,26980.0703125,26958.873046875,25818.150390625,26176.349609375,3788517360,0.0,0.0
2015-04-15 00:00:00+00:00,26166.078125,26667.462890625,26139.48828125,26667.462890625,2688036680,0.0,0.0
2015-04-16 00:00:00+00:00,26677.47265625,27337.857421875,26661.798828125,27211.615234375,2953082870,0.0,0.0
2015-04-17 00:00:00+00:00,27211.853515625,27210.056640625,26422.1953125,26500.669921875,2429103220,0.0,0.0
2015-04-18 00:00:00+00:00,26497.220703125,26671.171875,26262.158203125,26557.029296875,1538447100,0.0,0.0
2015-04-19 00:00:00+00:00,26568.91796875,26913.37109375,26460.1640625,26449.33203125,1784854630,0.0,0.0
2015-04-20 00:00:00+00:00,26450.7578125,26951.61328125,26381.966796875,26777.666015625,2189255887,0.0,0.0
2015-04-21 00:00:00+00:00,26776.94921875,28149.935546875,26801.7265625,28149.935546875,2988617700,0.0,0.0
2015-04-22 00:00:00+00:00,28189.779296875,28511.013671875,28000.77734375,28080.04296875,2859601689,0.0,0.0
2015-04-23 00:00:00+00:00,28065.294921875,28277.681640625,27920.916015625,28271.396484375,2036824160,0.0,0.0
2015-04-24 00:00:00+00:00,28212.57421875,28259.71484375,27350.529296875,27513.955078125,2551751839,0.0,0.0
2015-04-25 00:00:00+00:00,27510.02734375,27667.783203125,26927.314453125,26933.619140625,1660488084,0.0,0.0
2015-04-26 00:00:00+00:00,26935.998046875,26999.52734375,25563.55859375,26094.615234375,3441984804,0.0,0.0
2015-04-27 00:00:00+00:00,26094.49609375,27779.625,26034.125,27312.546875,4594934880,0.0,0.0
2015-04-28 00:00:00+00:00,27274.787109375,27328.263671875,26545.2109375,26838.349609375,2551185036,0.0,0.0
2015-04-29 00:00:00+00:00,26806.978515625,26970.080078125,26621.68359375,26866.634765625,2253064770,0.0,0.0
2015-04-30 00:00:00+00:00,26852.953125,28601.427734375,26749.41796875,28212.244140625,4040308142,0.0,0.0
2015-05-01 00:00:00+00:00,28187.630859375,28632.90625,27886.611328125,27886.611328125,2260846448,0.0,0.0
2015-05-02 00:00:00+00:00,27918.095703125,28324.95703125,27918.095703125,28229.1875,1506265680,0.0,0.0
2015-05-03 00:00:00+00:00,28223.181640625,29227.71875,28127.412109375,28874.20703125,2221696233,0.0,0.0
2015-05-04 00:00:00+00:00,28873.966796875,29155.3828125,28594.2734375,28703.671875,2548718106,0.0,0.0
2015-05-05 00:00:00+00:00,28683.736328125,28728.400390625,27906.814453125,28317.9921875,2869816963,0.0,0.0
2015-05-06 00:00:00+00:00,28333.341796875,28355.5625,27379.3515625,27431.375,3532119936,0.0,0.0
2015-05-07 00:00:00+00:00,27417.05078125,28647.169921875,27312.1875,28408.87890625,3479008680,0.0,0.0
2015-05-08 00:00:00+00:00,28393.318359375,29491.4296875,28324.52734375,29212.349609375,3287696445,0.0,0.0
2015-05-09 00:00:00+00:00,29201.087890625,29684.44140625,28706.357421875,28969.0546875,2370703995,0.0,0.0
2015-05-10 00:00:00+00:00,28956.716796875,29236.904296875,28611.720703125,28787.4609375,1799288180,0.0,0.0
2015-05-11 00:00:00+00:00,28787.8203125,29319.728515625,28705.970703125,29085.59765625,2509374153,0.0,0.0
2015-05-12 00:00:00+00:00,29084.037109375,29167.578125,28847.89453125,28890.0390625,2310441132,0.0,0.0
2015-05-13 00:00:00+00:00,28924.30859375,29066.576171875,28003.26171875,28171.41015625,3239324318,0.0,0.0
2015-05-14 00:00:00+00:00,28151.984375,28343.26171875,27890.232421875,28244.306640625,2910357177,0.0,0.0
2015-05-15 00:00:00+00:00,28247.40625,28473.68359375,28242.5390625,28339.1484375,1947607538,0.0,0.0
2015-05-16 00:00:00+00:00,28343.798828125,28350.12109375,28063.634765625,28165.96875,1322668519,0.0,0.0
2015-05-17 00:00:00+00:00,28148.912109375,28389.240234375,28148.912109375,28257.58203125,1328656019,0.0,0.0
